	Line1	Line2	Center	Line3	Line4
577.75	-0.187680194	-0.565813418	-0.419234603	-0.391966043	-0.235586967
577.8	-0.036818891	-0.450047373	-0.421998978	-0.58550398	-0.434134545
577.85	0.114042412	-0.334280339	-0.42476336	-0.779026906	-0.632667094
577.9	-0.104939287	-0.329277315	-0.560920749	-0.711685821	-0.657707613
577.95	-0.323904985	-0.324289303	-0.697093144	-0.644344726	-0.682747102
578	-0.007607685	-0.295544301	-0.535443546	-0.68649962	-0.526802562
578.05	0.308689615	-0.266813309	-0.373794956	-0.728655504	-0.370857992
578.1	0.345689915	-0.379151329	-0.240145372	-0.701338377	-0.307794393
578.15	0.382675214	-0.491503359	-0.106496795	-0.67403624	-0.244714763
578.2	0.189221512	-0.5724994	-0.190590225	-0.430852092	-0.136866105
578.25	-0.00424619	-0.653509451	-0.274699661	-0.187668934	-0.029032416
578.3	-0.248419893	-0.659218514	-0.459547105	-0.224330765	-0.120523698
578.35	-0.492593596	-0.664912587	-0.644379556	-0.260978586	-0.212030951
578.4	-0.4484513	-0.561459671	-0.664021013	-0.454364396	-0.319102173
578.45	-0.404295005	-0.458006765	-0.683646477	-0.647734195	-0.426188366
578.5	-0.16607671	-0.38093687	-0.596413948	-0.737176985	-0.51798553
578.55	0.072140584	-0.303866986	-0.509182426	-0.826634763	-0.609797663
578.6	0.276346878	-0.449132113	-0.506346911	-0.624344531	-0.552378767
578.65	0.480553171	-0.59438325	-0.503511403	-0.422054289	-0.494944842
578.7	0.471883464	-0.543542398	-0.579609902	-0.392219036	-0.370020887
578.75	0.463229756	-0.492702557	-0.655723407	-0.362383772	-0.245096902
578.8	0.195436047	-0.290510727	-0.70675192	-0.382596498	-0.276193887
578.85	-0.072357662	-0.088302907	-0.757780439	-0.402795214	-0.307275843
578.9	-0.331988371	-0.050708098	-0.657120965	-0.292362919	-0.417703769
578.95	-0.591604082	-0.0130973	-0.556461498	-0.181915613	-0.528131666
579	-0.417228792	-0.182090512	-0.405448038	-0.151561297	-0.430322533
579.05	-0.242853504	-0.351098735	-0.254434585	-0.12122197	-0.33251337
579.1	-0.027478216	-0.345347969	-0.315274139	-0.325685633	-0.388238178
579.15	0.187882072	-0.339598214	-0.376113699	-0.530163286	-0.443946956
579.2	0.166045359	-0.314316469	-0.570528267	-0.544059927	-0.450019704
579.25	0.144207645	-0.289019735	-0.764943841	-0.557956559	-0.456077423
579.3	0.172311931	-0.247624012	-0.648094422	-0.561491179	-0.368186112
579.35	0.200416216	-0.206229299	-0.531246011	-0.56502679	-0.280279772
579.4	0.1210835	-0.221597597	-0.410505606	-0.568638389	-0.193762402
579.45	0.041735784	-0.236964906	-0.289750207	-0.572265979	-0.107229002
579.5	0.066040068	-0.416578226	-0.213489816	-0.485713557	-0.176854572
579.55	0.090345351	-0.596192556	-0.137214432	-0.399145126	-0.246464113
579.6	-0.024524367	-0.670214897	-0.310053054	-0.429734683	-0.278903624
579.65	-0.139395085	-0.744237249	-0.482892684	-0.46030923	-0.311328106
579.7	-0.176323804	-0.510520612	-0.54290832	-0.678214767	-0.531023558
579.75	-0.213267523	-0.276803985	-0.602923963	-0.896121293	-0.75073398
579.8	-0.124738243	-0.141903369	-0.623007613	-0.747144809	-0.748826373
579.85	-0.036208964	-0.006987764	-0.64309127	-0.598168314	-0.746933736
579.9	0.051343315	-0.065034169	-0.504558934	-0.389469808	-0.68922407
579.95	0.138896593	-0.123081585	-0.366027605	-0.180755292	-0.631514373
580	0.317390871	-0.355948012	-0.358477282	-0.086740766	-0.442807647
580.05	0.495886148	-0.58883045	-0.350911967	0.007272771	-0.254116892
580.1	0.424778425	-0.528498898	-0.328805658	-0.049270681	-0.169323107
580.15	0.353685701	-0.468168357	-0.306713356	-0.105815123	-0.084544292
580.2	0.064742976	-0.404312827	-0.378784061	-0.239096555	-0.267892448
580.25	-0.224215749	-0.340472307	-0.450838773	-0.372376976	-0.451241574
580.3	-0.307317475	-0.342778798	-0.562337492	-0.467922386	-0.39569867
580.35	-0.390434201	-0.3451003	-0.673821218	-0.563483786	-0.340155736
580.4	-0.281655928	-0.271814813	-0.66469995	-0.538592175	-0.358403773
580.45	-0.172878655	-0.198529336	-0.65557769	-0.513715554	-0.376651781
580.5	-0.142958383	-0.03491187	-0.702440436	-0.504478922	-0.291689759
580.55	-0.113023112	0.128705585	-0.749303189	-0.49524228	-0.206712707
580.6	0.205334159	0.044276029	-0.483848949	-0.452268627	-0.277985625
580.65	0.523691429	-0.040153537	-0.218394716	-0.409309964	-0.349242514
580.7	0.553138699	-0.167185114	-0.09048349	-0.46197929	-0.393461373
580.75	0.582570968	-0.294216701	0.037412729	-0.514647606	-0.437680203
580.8	0.257571237	-0.4428863	-0.073323059	-0.368157911	-0.353969002
580.85	-0.067412495	-0.591569909	-0.184074853	-0.221669206	-0.270242773
580.9	-0.232744228	-0.654881529	-0.363887654	-0.31576449	-0.255318513
580.95	-0.398074961	-0.718193159	-0.543684463	-0.409845764	-0.240378224
581	-0.249975695	-0.637079801	-0.645082278	-0.613469027	-0.366719906
581.05	-0.101891429	-0.555966453	-0.7464801	-0.817108279	-0.493061557
581.1	-0.079005164	-0.408050115	-0.677665929	-0.871668521	-0.543413179
581.15	-0.0561199	-0.260133789	-0.608867765	-0.926228753	-0.593765772
581.2	0.003555364	-0.186665473	-0.573286607	-0.735122974	-0.651244334
581.25	0.063245628	-0.113197168	-0.537722457	-0.544032184	-0.708707867
581.3	0.148646891	-0.327066874	-0.528280313	-0.400304384	-0.659404371
581.35	0.234048153	-0.54093659	-0.518838176	-0.256577574	-0.610116845
581.4	0.192511415	-0.427612317	-0.536587047	-0.175273753	-0.482674289
581.45	0.150974676	-0.314303055	-0.554335924	-0.093953921	-0.355230703
581.5	0.206284936	-0.393972803	-0.513063808	-0.087952079	-0.396291088
581.55	0.261596196	-0.473656562	-0.471792698	-0.081951227	-0.437350444
581.6	0.252453456	-0.507121332	-0.508034596	-0.165869363	-0.350922769
581.65	0.243296714	-0.540587113	-0.544262501	-0.24978749	-0.264510065
581.7	0.185142973	-0.356232904	-0.615585412	-0.523997606	-0.377362332
581.75	0.12697423	-0.171878706	-0.686893331	-0.798208711	-0.490214568
581.8	-0.152508513	-0.160971519	-0.720999256	-0.807053806	-0.416817775
581.85	-0.432005256	-0.150064343	-0.755106188	-0.81591389	-0.343420953
581.9	-0.191102	-0.250485177	-0.634671127	-0.784582964	-0.363896101
581.95	0.049801255	-0.350906022	-0.514237073	-0.753266027	-0.384356219
582	0.33573351	-0.403505878	-0.470814025	-0.74840908	-0.316178307
582.05	0.621680764	-0.456105744	-0.427390985	-0.743551122	-0.247984366
582.1	0.394948018	-0.544136621	-0.367380952	-0.577927154	-0.245693395
582.15	0.168215271	-0.632167509	-0.307370925	-0.412288175	-0.243402395
582.2	-0.091277476	-0.623243408	-0.433869905	-0.438268185	-0.368080365
582.25	-0.350786224	-0.614305317	-0.560368892	-0.464234185	-0.492757305
582.3	-0.282230973	-0.444691237	-0.525657886	-0.565257175	-0.569446216
582.35	-0.213675722	-0.275062168	-0.490962887	-0.666295154	-0.646150097
582.4	-0.091759472	-0.32638011	-0.453291895	-0.722259123	-0.561918948
582.45	0.030140778	-0.377698062	-0.41560591	-0.778239081	-0.47770377
582.5	0.154451027	-0.362900025	-0.505635931	-0.618276028	-0.356180562
582.55	0.278778275	-0.348101998	-0.59565096	-0.458312965	-0.234656324
582.6	0.260983523	-0.378103983	-0.724194995	-0.417642892	-0.183843057
582.65	0.24320477	-0.408105978	-0.852738037	-0.376972808	-0.13304376
582.7	0.106133017	-0.264965984	-0.662159086	-0.467787713	-0.240661434
582.75	-0.030923737	-0.121811	-0.471580142	-0.558602608	-0.348264078
582.8	-0.117306491	-0.157992027	-0.412349205	-0.420230492	-0.345575692
582.85	-0.203688246	-0.194174065	-0.353102275	-0.281858366	-0.342888276
582.9	-0.154252001	-0.369622114	-0.319810351	-0.273720229	-0.239933831
582.95	-0.104830757	-0.545086173	-0.286504435	-0.265597082	-0.136965357
583	0.173837486	-0.506911244	-0.452553525	-0.455777925	-0.296569852
583.05	0.452506729	-0.468752324	-0.618618622	-0.645972756	-0.456174318
583.1	0.171894971	-0.322667416	-0.757278726	-0.646913578	-0.495355755
583.15	-0.108715787	-0.176583518	-0.895922837	-0.647854388	-0.534522161
583.2	-0.104995546	-0.197292631	-0.720480955	-0.646720189	-0.577167539
583.25	-0.101274306	-0.217986755	-0.54502408	-0.645569978	-0.619797886
583.3	-0.036488066	-0.29951689	-0.463621211	-0.655299758	-0.529829204
583.35	0.028299173	-0.381048035	-0.38220335	-0.665029526	-0.439861492
583.4	0.040808412	-0.549187191	-0.390157495	-0.521500284	-0.281700751
583.45	0.05330365	-0.717342357	-0.398110647	-0.377970032	-0.123555979
583.5	-0.042173112	-0.769072535	-0.545986807	-0.584904769	-0.141329179
583.55	-0.137664875	-0.820803723	-0.693847973	-0.791854496	-0.159103348
583.6	-0.055086639	-0.665822922	-0.625812145	-0.897165212	-0.365978488
583.65	0.027491597	-0.510827131	-0.557761325	-1.002490917	-0.572854599
583.7	0.010612833	-0.331082351	-0.536631512	-0.890043612	-0.574422679
583.75	-0.006280933	-0.151336582	-0.515516705	-0.777595297	-0.57600673
583.8	0.245761302	-0.252139824	-0.592530906	-0.561204971	-0.520202752
583.85	0.497819535	-0.352942076	-0.669546113	-0.344814634	-0.464397743
583.9	0.564528768	-0.522333339	-0.724160327	-0.326926287	-0.385201706
583.95	0.631237001	-0.691739613	-0.778790548	-0.30905193	-0.306005638
584	0.428766233	-0.469757898	-0.672928776	-0.321864562	-0.198992541
584.05	0.226295464	-0.247776193	-0.567082011	-0.334691183	-0.091979414
584.1	-0.008555305	-0.048270499	-0.463478253	-0.343337794	-0.276256258
584.15	-0.243390075	0.151250184	-0.359874501	-0.351983394	-0.460518072
584.2	-0.263182846	-0.010206143	-0.408644757	-0.276782984	-0.494114856
584.25	-0.282991617	-0.171647482	-0.457431019	-0.201566563	-0.527710611
584.3	-0.088398388	-0.18358383	-0.529608288	-0.332756132	-0.368024336
584.35	0.10619484	-0.19551919	-0.601770564	-0.46394569	-0.208353031
584.4	0.178885067	-0.28632756	-0.584531847	-0.524395238	-0.123037697
584.45	0.251575294	-0.377135941	-0.567278137	-0.584844775	-0.037707333
584.5	0.45294352	-0.230639333	-0.380925434	-0.605164302	-0.147474939
584.55	0.654311746	-0.084142736	-0.194573737	-0.625497818	-0.257243516
584.6	0.557751971	-0.040277149	-0.086515048	-0.612507324	-0.415504063
584.65	0.461207195	0.003588427	0.021544635	-0.599515819	-0.573749581
584.7	0.208244419	-0.180299008	-0.09630269	-0.475548304	-0.439300068
584.75	-0.044702358	-0.364170453	-0.214150021	-0.351579778	-0.304836527
584.8	-0.030392135	-0.411689909	-0.275600359	-0.314510241	-0.245795955
584.85	-0.016096913	-0.459209376	-0.337051704	-0.277425694	-0.186741354
584.9	0.224303309	-0.437544853	-0.356235055	-0.385025137	-0.291259723
584.95	0.46468753	-0.415865342	-0.375419414	-0.492624569	-0.395794063
585	0.53002375	-0.231420841	-0.258494779	-0.513080991	-0.441765373
585.05	0.59535897	-0.04699135	-0.141570152	-0.533537402	-0.487735654
585.1	0.394917189	-0.038617871	-0.137820531	-0.289909802	-0.427856904
585.15	0.194475408	-0.030259402	-0.134054917	-0.046282192	-0.367977125
585.2	0.301238626	-0.142521944	-0.10673031	0.013492429	-0.298408317
585.25	0.408017844	-0.254784497	-0.07938971	0.07328206	-0.228839479
585.3	0.407954061	-0.12905506	-0.217135117	0.013641701	-0.132720611
585.35	0.407891277	-0.003310634	-0.354864531	-0.045999647	-0.036601713
585.4	0.290136493	-0.019077219	-0.307794951	-0.005267984	-0.134863786
585.45	0.172382708	-0.034827814	-0.260725379	0.035479689	-0.233126829
585.5	0.174393923	-0.06008442	-0.297334813	-0.100791627	-0.277693843
585.55	0.176421137	-0.085326037	-0.333944254	-0.237045933	-0.322244827
585.6	0.044567351	0.081067335	-0.373879702	-0.351206228	-0.365804781
585.65	-0.087270436	0.247460697	-0.413816157	-0.465366513	-0.409364706
585.7	-0.194054224	0.168295048	-0.414262619	-0.391309787	-0.247540601
585.75	-0.300822012	0.089128388	-0.414708088	-0.317253051	-0.085732467
585.8	0.115786199	-0.064363283	-0.128197563	-0.316545304	-0.019108302
585.85	0.53241041	-0.217869964	0.158327954	-0.315837547	0.047515892
585.9	0.70657162	-0.186852656	0.188277465	-0.228413779	-0.000651885
585.95	0.88071783	-0.155850359	0.218210969	-0.140975	-0.048803632
586	0.572305039	-0.191559072	0.098776465	-0.072366211	-0.123979349
586.05	0.263892247	-0.227268796	-0.020657045	-0.003756412	-0.199140036
586.1	0.045612455	-0.290825531	-0.146027561	-0.017773602	-0.234230694
586.15	-0.172651338	-0.354382277	-0.271382085	-0.031789782	-0.269336323
586.2	-0.119339131	-0.311737033	-0.217995616	-0.180007951	-0.279509921
586.25	-0.066011925	-0.2690928	-0.164593153	-0.328226109	-0.28968249
586.3	0.13347828	-0.210410578	-0.251038698	-0.379092257	-0.25745203
586.35	0.332985485	-0.151744366	-0.337468249	-0.429959395	-0.225220539
586.4	0.49066669	-0.216613166	-0.295753807	-0.344931522	-0.272579019
586.45	0.648348894	-0.281466976	-0.254040372	-0.259902638	-0.31993747
586.5	0.541306097	-0.202689796	-0.226013944	-0.126580744	-0.265931891
586.55	0.434263299	-0.123912628	-0.197972523	0.006741161	-0.211942282
586.6	0.388500502	0.08754053	-0.116631109	0.055270076	-0.171272643
586.65	0.342721703	0.298992678	-0.035275701	0.103815001	-0.130587975
586.7	0.232489904	0.204277814	0.058302699	0.148833938	-0.153059277
586.75	0.122273104	0.10956294	0.151896093	0.193838884	-0.17553055
586.8	0.197832304	0.024964055	0.09593848	0.159908841	-0.247958793
586.85	0.273406503	-0.059634841	0.03999586	0.125979809	-0.320388006
586.9	0.278271702	0.039482253	-0.150299767	-0.193503213	-0.41304919
586.95	0.2831519	0.138584336	-0.340596401	-0.513000224	-0.505726344
587	0.170372098	0.105591408	-0.476617042	-0.533548224	-0.420256468
587.05	0.057592295	0.072582469	-0.612652689	-0.554110215	-0.334802563
587.1	0.191836491	0.05696952	-0.281083344	-0.487560194	-0.123768628
587.15	0.326081687	0.04135556	0.050470995	-0.421011163	0.087265337
587.2	0.448469882	0.017227589	0.222967327	-0.376617122	0.225775331
587.25	0.570858077	-0.006900392	0.395479652	-0.33220707	0.364284355
587.3	0.516214271	-0.105980384	0.29397397	-0.175646008	0.366807408
587.35	0.461585464	-0.205059387	0.192484281	-0.019084935	0.369329491
587.4	0.267094657	-0.390076401	-0.046457415	-0.076481851	0.012630604
587.45	0.07260385	-0.575092425	-0.285414118	-0.133863757	-0.344084254
587.5	0.057373041	-0.43215246	-0.277162827	-0.260642653	-0.570428082
587.55	0.042157233	-0.289227506	-0.268912543	-0.387421538	-0.79677188
587.6	0.031657423	-0.145386563	-0.189723267	-0.370844412	-0.649518649
587.65	0.021156613	-0.00154563	-0.110548997	-0.354267276	-0.502281388
587.7	0.273351803	-0.000390708	-0.123492734	-0.19767513	-0.434924097
587.75	0.525561992	0.000765203	-0.136451478	-0.041082973	-0.367580777
587.8	0.76274218	-0.060120896	-0.140499229	-0.056594805	-0.206656427
587.85	0.999922368	-0.120993006	-0.144561986	-0.072121627	-0.045747047
587.9	0.752376555	0.083699873	-0.134967751	-0.054674438	0.060886362
587.95	0.504846742	0.288392741	-0.125389522	-0.037212239	0.167520801
588	0.183783928	0.298504599	-0.0692103	0.054117971	0.110977269
588.05	-0.137278887	0.308617446	-0.013016086	0.145463191	0.054433767
588.1	0.129198298	0.114979282	0.041316122	0.084007421	-0.020831705
588.15	0.395660483	-0.078658892	0.095663323	0.022551663	-0.096098148
588.2	0.578473666	-0.040272077	0.012483518	-0.156260085	-0.122032561
588.25	0.761271849	-0.001869273	-0.070680295	-0.335055823	-0.147966944
588.3	0.517266032	0.04262152	-0.141684115	-0.33532455	-0.060573298
588.35	0.273260214	0.087111303	-0.212671941	-0.335592267	0.026819378
588.4	0.316196396	0.158290075	0.005662225	-0.411818973	-0.109908916
588.45	0.359131577	0.229482836	0.223996385	-0.488060669	-0.246652181
588.5	0.394545757	0.186784587	0.258186538	-0.310029354	-0.195499416
588.55	0.429973937	0.144101326	0.292362684	-0.131999029	-0.144345622
588.6	0.257974116	-0.070593944	0.239516823	0.019634307	-0.025641798
588.65	0.085975294	-0.285274226	0.186671956	0.171282654	0.093062056
588.7	0.202092472	-0.233535519	0.186408081	0.235727011	0.02690594
588.75	0.31820865	-0.181796822	0.186129199	0.300171378	-0.039265147
588.8	0.394820827	-0.094719135	0.115874311	0.073828756	-0.119245205
588.85	0.471433003	-0.00764146	0.045618416	-0.152497855	-0.199226232
588.9	0.343333179	0.149382205	0.043935514	-0.296290456	-0.28251723
588.95	0.215218354	0.306420859	0.042268605	-0.440082047	-0.365824199
589	0.260931529	0.309819502	-0.009142311	-0.276791626	-0.360218137
589.05	0.306659703	0.313233135	-0.060553234	-0.113485196	-0.354612047
589.1	0.385880876	0.202022756	-0.062435164	-0.036360755	-0.308539926
589.15	0.465102049	0.090828368	-0.0643161	0.040763697	-0.262466776
589.2	0.542736221	0.083514968	-0.127201044	0.071792159	-0.129052596
589.25	0.620370393	0.076201558	-0.190086994	0.102819632	0.004375614
589.3	0.611838564	0.157313137	-0.067227951	0.202084115	-0.062115147
589.35	0.603306735	0.238423705	0.055632085	0.301364609	-0.128606879
589.4	0.426317905	0.131577262	0.070978114	0.324153113	-0.09699958
589.45	0.249328074	0.024746809	0.086339136	0.346940628	-0.065392252
589.5	0.377088243	0.179756345	0.076768151	0.166467153	-0.096970894
589.55	0.504862411	0.334780871	0.06721216	-0.014007311	-0.128535507
589.6	0.504768579	0.292250385	-0.057090839	-0.118690765	-0.06924809
589.65	0.504674746	0.249734889	-0.181377844	-0.223390208	-0.009961644
589.7	0.605257913	0.225560382	0.000442144	-0.303720641	0.031823833
589.75	0.705857079	0.201401865	0.182261125	-0.384067063	0.073609339
589.8	0.693144244	0.256832337	0.262106099	-0.349621474	0.060187874
589.85	0.680446409	0.312277798	0.341951066	-0.315190875	0.046767439
589.9	0.310815574	0.065356248	0.347348026	-0.204084266	0.046133034
589.95	-0.058831263	-0.181566313	0.35274598	-0.092963646	0.045498659
590	-0.1433521	-0.278326884	0.294635926	0.072860985	-0.013378687
590.05	-0.227872937	-0.375102466	0.236510866	0.238669626	-0.072270004
590.1	0.053787225	-0.215729058	0.155878798	0.127806277	-0.07067629
590.15	0.335446386	-0.056355661	0.075247724	0.016926939	-0.069098547
590.2	0.496790547	0.072484725	0.068284643	-0.021319388	-0.011000775
590.25	0.658134708	0.2013111	0.061322555	-0.059566705	0.047096028
590.3	0.707020867	0.271420464	0.050377461	0.144419988	-0.06953514
590.35	0.755923026	0.341529818	0.039417359	0.348406693	-0.186166279
590.4	0.593125185	0.307452161	0.02505425	0.328042407	-0.165972388
590.45	0.430326343	0.273374494	0.010676135	0.307694132	-0.145792467
590.5	0.3311725	0.314690815	-0.076943987	0.194724868	-0.099978516
590.55	0.232033657	0.356022126	-0.164579116	0.081756614	-0.054164536
590.6	0.303015813	0.321731426	-0.145907252	0.183234371	-0.016071526
590.65	0.373996969	0.287439716	-0.127219395	0.284712138	0.022006513
590.7	0.350648124	0.089513995	-0.066325545	0.268238916	0.110163582
590.75	0.327300279	-0.108412737	-0.005417702	0.251766704	0.198320681
590.8	0.487835433	0.11661952	0.033335135	0.103611503	0.117806809
590.85	0.648386586	0.341650767	0.072087964	-0.044544688	0.037293967
590.9	0.414740739	0.415850002	0.050629787	0.020693132	0.054421155
590.95	0.181095891	0.490049228	0.029171603	0.085931963	0.071534372
591	0.400531043	0.432701442	0.158668412	0.040909804	0.022224619
591.05	0.619980194	0.375369646	0.288165214	-0.004096345	-0.027084104
591.1	0.738614345	0.192564839	0.386031009	-0.074035483	0.058418202
591.15	0.857234495	0.009759021	0.483880797	-0.143959611	0.143920538
591.2	0.609001644	-0.082301807	0.352483578	-0.112244728	0.109427903
591.25	0.360769793	-0.174362647	0.221085353	-0.080544834	0.074920298
591.3	0.078387941	-0.232793497	0.138912121	-0.04101793	-0.067269277
591.35	-0.204008911	-0.291224357	0.056754881	-0.001490016	-0.209472822
591.4	-0.111252764	-0.241775228	-0.021054365	-0.078494091	-0.391884338
591.45	-0.018481618	-0.192341111	-0.098863618	-0.155498155	-0.574295825
591.5	0.175546528	-0.079187003	0.018243122	-0.262165209	-0.467644281
591.55	0.369589674	0.033952093	0.135334856	-0.368832252	-0.360992708
591.6	0.544147819	0.134914179	-0.040054418	-0.178121285	-0.190666106
591.65	0.718721963	0.235877254	-0.215443699	0.012590692	-0.020340474
591.7	0.747192106	0.190843318	-0.325066986	0.043664681	0.053901188
591.75	0.775662249	0.145810372	-0.43469128	0.074753679	0.12814288
591.8	0.470209392	0.266136415	-0.426852581	0.032692688	0.121238601
