	Line1	Line2	Center	Line3	Line4
559.7	-0.772469985	-0.529106171	-1.097978813	-0.716665623	-0.707940402
559.75	-0.868724476	-0.632848255	-1.080034704	-0.671316357	-0.636464681
559.8	-0.431592966	-0.797183351	-0.885683602	-0.745275081	-0.52087493
559.85	0.005523542	-0.961503457	-0.691332507	-0.819233794	-0.405286149
559.9	0.20596105	-1.037703574	-0.528765419	-0.944859497	-0.372749339
559.95	0.406398558	-1.113919701	-0.366198338	-1.070484189	-0.3402295
560	0.105325064	-1.15714584	-0.435870264	-0.95775187	-0.28358463
560.05	-0.195747429	-1.200371989	-0.505557196	-0.845019541	-0.226939731
560.1	-0.524118923	-1.120200148	-0.653003136	-0.845171201	-0.410772802
560.15	-0.852474418	-1.040029319	-0.800464082	-0.845323851	-0.594606844
560.2	-0.981291914	-0.8324155	-0.793003035	-0.916337491	-0.819470856
560.25	-1.11009341	-0.624802692	-0.785541995	-0.98735112	-1.044334838
560.3	-0.840303906	-0.550291894	-0.730411962	-1.044876738	-0.981143791
560.35	-0.570515403	-0.475782108	-0.675266936	-1.102401346	-0.917968714
560.4	-0.293600901	-0.561031332	-0.705418917	-0.841719943	-0.824534608
560.45	-0.016686399	-0.646279567	-0.735569904	-0.58105353	-0.731100472
560.5	-0.032115898	-0.815665812	-0.700535899	-0.573560106	-0.623460306
560.55	-0.047544398	-0.985052068	-0.6655019	-0.566052672	-0.51582011
560.6	-0.161635898	-0.921100335	-0.786397908	-0.611935227	-0.621588885
560.65	-0.275743398	-0.857133613	-0.907277923	-0.657802772	-0.72735863
560.7	-0.455951899	-0.725845901	-0.820821945	-0.554560306	-0.844541346
560.75	-0.636160401	-0.5945572	-0.734365974	-0.45133483	-0.961740032
560.8	-0.443290903	-0.68548251	-0.72193101	-0.584329343	-0.962589688
560.85	-0.250421406	-0.776392831	-0.709510053	-0.717323846	-0.963439315
560.9	-0.14960891	-0.704445162	-0.818916102	-0.806465338	-0.893380912
560.95	-0.048796414	-0.632498504	-0.928337159	-0.89562182	-0.82333848
561	-0.343689918	-0.662190857	-1.025093222	-0.958670291	-0.779587017
561.05	-0.638567423	-0.69189822	-1.121850292	-1.021718751	-0.735819525
561.1	-0.570789929	-0.691178594	-0.930856369	-0.896825201	-0.705374004
561.15	-0.503012435	-0.690474979	-0.739846453	-0.771946641	-0.674912453
561.2	-0.373711942	-0.701566375	-0.663598544	-0.77278507	-0.708155872
561.25	-0.24439545	-0.712642781	-0.587335641	-0.773623488	-0.741415262
561.3	-0.292004958	-0.760828198	-0.578226746	-0.679811896	-0.586197622
561.35	-0.339629466	-0.808998626	-0.569101857	-0.585984294	-0.430995952
561.4	-0.270448975	-0.931800064	-0.686274976	-0.526443681	-0.364294252
561.45	-0.201267485	-1.054601514	-0.803463101	-0.466888057	-0.297608523
561.5	-0.294759995	-0.959521974	-0.729824233	-0.635786423	-0.538783765
561.55	-0.388267506	-0.864427444	-0.656185372	-0.804685778	-0.779958977
561.6	-0.528605018	-0.717102926	-0.615674518	-0.893674123	-0.900712159
561.65	-0.66894153	-0.569792418	-0.57516267	-0.982662458	-1.021449311
561.7	-0.503295042	-0.544140921	-0.60453583	-0.821924781	-0.877919434
561.75	-0.337647556	-0.518474434	-0.633924996	-0.661203095	-0.734390527
561.8	-0.310351069	-0.576745958	-0.80691417	-0.613320397	-0.64150459
561.85	-0.283055584	-0.635002493	-0.97990335	-0.56545269	-0.548634624
561.9	-0.135139099	-0.623374039	-1.081725537	-0.556998971	-0.506819629
561.95	0.012778386	-0.611729595	-1.183532731	-0.548544243	-0.464990603
562	-0.26897813	-0.537814163	-0.991424932	-0.464513503	-0.575855548
562.05	-0.550733647	-0.46388474	-0.799333139	-0.380497754	-0.686720463
562.1	-0.581848164	-0.667069329	-0.629533354	-0.479082993	-0.683754349
562.15	-0.612947682	-0.870252928	-0.459734576	-0.577669222	-0.680788205
562.2	-0.4225202	-0.830563538	-0.434114804	-0.712388441	-0.757077032
562.25	-0.232091719	-0.790889159	-0.408496039	-0.847091649	-0.833365828
562.3	-0.193428238	-0.765802791	-0.608097281	-0.833662847	-0.759369595
562.35	-0.154764758	-0.740731433	-0.80769753	-0.820250034	-0.685374333
562.4	-0.108639279	-0.629829086	-0.809834786	-0.88587721	-0.710607041
562.45	-0.0625138	-0.518926749	-0.811971049	-0.951504376	-0.735838719
562.5	-0.134766322	-0.449573424	-0.628256319	-0.934474532	-0.796410367
562.55	-0.207018844	-0.380236109	-0.444555595	-0.917444677	-0.856997986
562.6	-0.411763367	-0.551606805	-0.470419879	-0.659767811	-0.700833575
562.65	-0.616507891	-0.722976511	-0.496299169	-0.402106935	-0.544684135
562.7	-0.524820415	-0.877287228	-0.579246466	-0.349219049	-0.600327665
562.75	-0.433116939	-1.031582956	-0.66219377	-0.296331151	-0.655970165
562.8	-0.406553464	-1.017604695	-0.651300081	-0.494221244	-0.634495636
562.85	-0.37998999	-1.003626444	-0.640405399	-0.692126326	-0.613020077
562.9	-0.318269517	-0.889550205	-0.717005723	-0.852144397	-0.667778489
562.95	-0.256550044	-0.775473975	-0.793605055	-1.012162458	-0.72253587
563	-0.170294571	-0.667104757	-0.843227393	-0.952209508	-0.789912222
563.05	-0.084038099	-0.558735549	-0.892864739	-0.892256548	-0.857289545
563.1	-0.092936628	-0.562167352	-0.759976091	-0.698498577	-0.763899838
563.15	-0.101819157	-0.565600166	-0.62708845	-0.504741596	-0.670510101
563.2	-0.079131687	-0.50030599	-0.716261816	-0.483164604	-0.635011335
563.25	-0.056443217	-0.435012826	-0.805449189	-0.461587602	-0.599513538
563.3	-0.213473748	-0.436262672	-0.687652569	-0.288810589	-0.612492713
563.35	-0.370489279	-0.437512528	-0.569870955	-0.116019566	-0.625486857
563.4	-0.525245812	-0.635036395	-0.525040349	-0.177770532	-0.614310972
563.45	-0.679987344	-0.832560274	-0.480210749	-0.239506487	-0.603135058
563.5	-0.607967877	-0.701349162	-0.555437156	-0.424319432	-0.635157113
563.55	-0.535948411	-0.570152062	-0.63066457	-0.609117367	-0.667179139
563.6	-0.386184946	-0.584066972	-0.658221991	-0.710968291	-0.671689136
563.65	-0.236437481	-0.597981893	-0.685765419	-0.812835205	-0.676215103
563.7	-0.013631016	-0.592563825	-0.536976854	-0.821729108	-0.43721004
563.75	0.209176448	-0.587145767	-0.388189296	-0.830609	-0.198204947
563.8	0.205129911	-0.52151672	-0.363730744	-0.798472882	-0.253511825
563.85	0.201069374	-0.455872684	-0.3392712	-0.766335754	-0.308818673
563.9	-0.063886164	-0.605254659	-0.293770662	-0.658058615	-0.327702492
563.95	-0.328841702	-0.754652644	-0.248254131	-0.549796465	-0.346586281
564	-0.526826241	-0.86306564	-0.368692607	-0.525609305	-0.35045504
564.05	-0.724796781	-0.971477647	-0.48913109	-0.501423134	-0.35430877
564.1	-0.749227321	-0.918940664	-0.57445858	-0.580156953	-0.52776447
564.15	-0.773658861	-0.866388692	-0.659786077	-0.658875761	-0.70121914
564.2	-0.492914403	-0.786858731	-0.56263458	-0.695724559	-0.614694781
564.25	-0.212154944	-0.707328781	-0.465467091	-0.732588347	-0.528186392
564.3	-0.098769487	-0.628851841	-0.632933608	-0.547330123	-0.543514974
564.35	0.01461697	-0.550374912	-0.800384132	-0.36207089	-0.558842525
564.4	0.098080427	-0.485935994	-0.854309663	-0.381875645	-0.623320048
564.45	0.181543883	-0.421482086	-0.908219201	-0.40168039	-0.68778154
564.5	-0.107337662	-0.34089919	-0.953416746	-0.422003125	-0.750381003
564.55	-0.396204207	-0.260317303	-0.998599298	-0.442326849	-0.812980436
564.6	-0.411769753	-0.242249428	-0.866671856	-0.309222563	-0.81071584
564.65	-0.4273203	-0.224182564	-0.734730422	-0.176119266	-0.808435214
564.7	-0.353683847	-0.34719771	-0.676533994	-0.132293959	-0.706209558
564.75	-0.280062394	-0.470197866	-0.618322573	-0.088469641	-0.603983873
564.8	-0.209705942	-0.417951034	-0.605018159	-0.272428312	-0.587680158
564.85	-0.139334491	-0.365704212	-0.591712752	-0.456401974	-0.571392413
564.9	-0.27041004	-0.381724401	-0.662026352	-0.520334624	-0.603916639
564.95	-0.40146959	-0.397745601	-0.732354959	-0.584282264	-0.636425835
565	-0.28587114	-0.423501811	-0.573344573	-0.653479894	-0.571599002
565.05	-0.170256691	-0.449257033	-0.414333193	-0.722676513	-0.506757139
565.1	-0.155229243	-0.513999264	-0.344601821	-0.756763121	-0.316168246
565.15	-0.140201795	-0.578726507	-0.274869455	-0.790864719	-0.125593323
565.2	-0.249090348	-0.70125376	-0.347395096	-0.668610306	-0.051016371
565.25	-0.357978901	-0.823781024	-0.419905744	-0.546354883	0.023575611
565.3	-0.526804455	-0.814823299	-0.459152399	-0.53936445	-0.133246378
565.35	-0.695615009	-0.805850585	-0.498399061	-0.532359005	-0.290069337
565.4	-0.653258564	-0.704454881	-0.495241729	-0.566460551	-0.562965266
565.45	-0.61091712	-0.603059188	-0.492084405	-0.600563086	-0.835846166
565.5	-0.457247676	-0.548249505	-0.427510087	-0.58646161	-0.811378036
565.55	-0.303579233	-0.493438834	-0.362919777	-0.572376124	-0.786926877
565.6	-0.09748079	-0.527770173	-0.519018473	-0.444704627	-0.682487687
565.65	0.108602652	-0.562117523	-0.675117176	-0.31704812	-0.578033469
565.7	0.287144094	-0.584699883	-0.769828886	-0.367354602	-0.41129322
565.75	0.465669535	-0.607282254	-0.864541603	-0.417661074	-0.244552942
565.8	0.328169975	-0.460979636	-1.009394327	-0.410975535	-0.370323634
565.85	0.190686415	-0.314693029	-1.154247057	-0.404290985	-0.496093297
565.9	-0.170247146	-0.212229432	-0.911587795	-0.404243426	-0.58403793
565.95	-0.531164707	-0.109750847	-0.668927539	-0.404210855	-0.671981533
566	-0.508096269	-0.223062271	-0.51508929	-0.439075274	-0.574958107
566.05	-0.485011831	-0.336373707	-0.361236048	-0.473939683	-0.477935651
566.1	-0.367444394	-0.393364153	-0.488480813	-0.581970081	-0.366462165
566.15	-0.249861958	-0.45035561	-0.615709585	-0.690000468	-0.25498865
566.2	-0.273240522	-0.434226078	-0.753008364	-0.674510845	-0.180304105
566.25	-0.296604087	-0.418097557	-0.890324149	-0.659022212	-0.10561953
566.3	-0.213033652	-0.450232046	-0.706608942	-0.703956568	-0.231099926
566.35	-0.129448218	-0.482350546	-0.522878741	-0.748907913	-0.356595292
566.4	-0.080912784	-0.415456056	-0.423819548	-0.714497248	-0.369358629
566.45	-0.032361351	-0.348545578	-0.324745361	-0.680086573	-0.382137936
566.5	-0.115233919	-0.45755311	-0.244699181	-0.518615887	-0.335911213
566.55	-0.198121487	-0.566561652	-0.164653008	-0.35713119	-0.28968346
566.6	-0.221424056	-0.665697206	-0.353252842	-0.303127483	-0.330080678
566.65	-0.244725625	-0.76483377	-0.541867682	-0.249124765	-0.370477867
566.7	-0.283012195	-0.652269345	-0.67414653	-0.446877037	-0.636705025
566.75	-0.321283766	-0.539703931	-0.806426384	-0.644644298	-0.902932154
566.8	-0.484356337	-0.416977527	-0.861344245	-0.790791549	-0.927979254
566.85	-0.647428908	-0.294266134	-0.916261114	-0.936937789	-0.953041324
566.9	-0.50140448	-0.259810752	-0.753527989	-0.727433019	-0.722762364
566.95	-0.355380053	-0.225356381	-0.590793871	-0.517912238	-0.492498374
567	-0.056874627	-0.34234502	-0.425007759	-0.373440447	-0.336637355
567.05	0.2416308	-0.45934867	-0.259222655	-0.228983645	-0.180775306
567.1	0.254950225	-0.454145331	-0.231452558	-0.331230833	-0.110103228
567.15	0.26828365	-0.448942002	-0.203682467	-0.43349301	-0.03943112
567.2	-0.045636926	-0.287869684	-0.283884384	-0.407200177	-0.148370982
567.25	-0.359558502	-0.126812377	-0.364101307	-0.380891333	-0.257294815
567.3	-0.434435079	-0.346462081	-0.544812237	-0.388915478	-0.412544618
567.35	-0.509327656	-0.566127795	-0.725523174	-0.396939613	-0.567778391
567.4	-0.465186234	-0.44207352	-0.829360118	-0.468135738	-0.696020135
567.45	-0.421059812	-0.318003256	-0.933197068	-0.539345852	-0.824245849
567.5	-0.324931391	-0.343547003	-0.912889026	-0.467688955	-0.673099533
567.55	-0.228802971	-0.36908976	-0.892580991	-0.396031048	-0.521967188
567.6	0.042328449	-0.351923528	-0.754016962	-0.469576131	-0.398667813
567.65	0.313459868	-0.334772306	-0.61543794	-0.543122203	-0.275383409
567.7	0.209331287	-0.355722096	-0.442602925	-0.470686264	-0.319990974
567.75	0.105187705	-0.376671896	-0.269767917	-0.398250315	-0.364614511
567.8	-0.130058878	-0.377587707	-0.272607916	-0.346765355	-0.289761017
567.85	-0.365320461	-0.378517528	-0.275461922	-0.295295385	-0.214892494
567.9	-0.396756044	-0.467979361	-0.395274935	-0.407048405	-0.224053941
567.95	-0.428191629	-0.557457204	-0.515103954	-0.518801414	-0.233200359
568	-0.208711213	-0.507927057	-0.494245981	-0.670227412	-0.327444747
568.05	0.010784201	-0.458411922	-0.473404014	-0.8216384	-0.421705105
568.1	0.051187615	-0.303076797	-0.547792054	-0.863948377	-0.456485434
568.15	0.091591029	-0.147727683	-0.622180101	-0.906259344	-0.491266733
568.2	-0.073251558	-0.183478579	-0.581181155	-0.7628853	-0.549393003
568.25	-0.238079146	-0.219214487	-0.540182216	-0.619511246	-0.607520243
568.3	-0.193495734	-0.205100405	-0.583198284	-0.456499181	-0.483884453
568.35	-0.148896323	-0.190970333	-0.626213358	-0.293503105	-0.360263633
568.4	-0.270128912	-0.300177273	-0.52300444	-0.257231019	-0.310174784
568.45	-0.391362502	-0.409369223	-0.419795528	-0.220957923	-0.260101905
568.5	-0.265129093	-0.408468184	-0.405758623	-0.155403816	-0.322332997
568.55	-0.138894684	-0.407568156	-0.391737725	-0.089865699	-0.384564059
568.6	-0.113765275	-0.591726138	-0.378768834	-0.061679571	-0.436496091
568.65	-0.088651868	-0.775885131	-0.36579995	-0.033510432	-0.488412094
568.7	-0.09178246	-0.520544135	-0.531085073	-0.363906283	-0.494400067
568.75	-0.094927054	-0.26520315	-0.696384203	-0.694302124	-0.50038701
568.8	-0.375828648	-0.211080175	-0.701497339	-0.689035954	-0.496089924
568.85	-0.656714242	-0.156973211	-0.706595482	-0.683768773	-0.491776808
568.9	-0.383751837	-0.062765257	-0.470146633	-0.637044582	-0.429160663
568.95	-0.110805433	0.031427685	-0.23368279	-0.590319381	-0.366559487
569	0.113130971	-0.118200383	-0.143046954	-0.578232169	-0.226871283
569.05	0.337051374	-0.267827462	-0.052411125	-0.566129946	-0.087198048
569.1	0.180676777	-0.471898551	-0.177000302	-0.381724713	-0.042769784
569.15	0.024303179	-0.675969652	-0.301574487	-0.197304469	0.00165851
569.2	-0.23200142	-0.598958763	-0.474046679	-0.271841215	-0.078685167
569.25	-0.488290019	-0.521932885	-0.646532877	-0.34636295	-0.159027814
569.3	-0.495555619	-0.470129017	-0.566868082	-0.549103675	-0.267981431
569.35	-0.502805219	-0.41831016	-0.487203294	-0.751829389	-0.376919019
569.4	-0.42642182	-0.365789314	-0.409766514	-0.788738093	-0.465379577
569.45	-0.350038421	-0.313253479	-0.332329739	-0.825631786	-0.553840105
569.5	-0.047062023	-0.380727654	-0.341898972	-0.530829469	-0.596158604
569.55	0.255899374	-0.44820284	-0.351482212	-0.236042141	-0.638492073
569.6	0.295325771	-0.439200037	-0.414503459	-0.221741803	-0.541832513
569.65	0.334737167	-0.430197245	-0.477538712	-0.207441454	-0.445188923
569.7	0.156023563	-0.300421463	-0.508530972	-0.193828095	-0.432621303
569.75	-0.022689042	-0.170660692	-0.53953824	-0.180230725	-0.420067654
569.8	-0.175584647	-0.151297931	-0.456516514	-0.077109344	-0.407118974
569.85	-0.328479253	-0.131934182	-0.373479795	0.025997047	-0.394169266
569.9	-0.20506886	-0.362495443	-0.278526082	-0.069016552	-0.391290527
569.95	-0.081657467	-0.593055715	-0.183556377	-0.16403014	-0.388411759
570	0.029286926	-0.546622997	-0.394816679	-0.426112717	-0.430515962
570.05	0.140216317	-0.500191291	-0.606059987	-0.688195284	-0.472619134
570.1	-0.131881291	-0.418587595	-0.641920303	-0.866170841	-0.462096278
570.15	-0.403977901	-0.336967909	-0.677779625	-1.044147387	-0.451557391
570.2	-0.422244511	-0.284158235	-0.457444954	-0.923050922	-0.382577475
570.25	-0.440527121	-0.231332571	-0.23710929	-0.801969447	-0.313597529
570.3	-0.204505733	-0.407021918	-0.176090633	-0.626535961	-0.321872553
570.35	0.031529656	-0.582697276	-0.115087983	-0.451118465	-0.330147548
570.4	-0.043361957	-0.687982644	-0.218208339	-0.312260959	-0.171888514
570.45	-0.118254569	-0.793269023	-0.321328703	-0.173403441	-0.013628449
570.5	-0.062043183	-0.843760413	-0.362728073	-0.231444914	-0.153205355
570.55	-0.005846797	-0.894251813	-0.40412645	-0.289486376	-0.292798231
570.6	-0.156911411	-0.694652224	-0.488951835	-0.551034827	-0.569582078
570.65	-0.307991027	-0.495067646	-0.573777226	-0.812568268	-0.846365895
570.7	-0.371820642	-0.328640079	-0.601930624	-0.841419698	-0.844798683
570.75	-0.435665259	-0.162213522	-0.630070028	-0.870286117	-0.84323144
570.8	-0.173704875	-0.303570977	-0.56371144	-0.691679527	-0.770177168
570.85	0.088240507	-0.444928441	-0.497351859	-0.513087925	-0.697122867
570.9	0.253979889	-0.535291917	-0.512841284	-0.393517313	-0.542372536
570.95	0.419703271	-0.625639403	-0.528315716	-0.273946691	-0.387622175
571	0.228309651	-0.5027759	-0.521985156	-0.338381058	-0.319679784
571.05	0.036917032	-0.379897408	-0.515654602	-0.402801415	-0.251721364
571.1	-0.128917589	-0.210204926	-0.401703055	-0.346722761	-0.282014915
571.15	-0.29476721	-0.040512456	-0.287752514	-0.290643096	-0.312307435
571.2	-0.403106831	-0.109527995	-0.315295981	-0.220099421	-0.395426926
571.25	-0.511431453	-0.178544546	-0.342840455	-0.149539736	-0.478545387
571.3	-0.409169076	-0.206560107	-0.384055935	-0.17836104	-0.615939819
571.35	-0.306906699	-0.234590679	-0.425287423	-0.207181333	-0.753350221
571.4	-0.307382322	-0.275088262	-0.553462917	-0.413141616	-0.698986594
571.45	-0.307872947	-0.315585856	-0.681622418	-0.619086889	-0.644623936
571.5	-0.085615572	-0.44363746	-0.543257926	-0.735264151	-0.49577925
571.55	0.136641803	-0.571675075	-0.404893441	-0.851441402	-0.346948533
571.6	0.061582177	-0.581639701	-0.311220963	-0.884992643	-0.393598787
571.65	-0.01349345	-0.591588337	-0.217549491	-0.918528873	-0.440264011
571.7	-0.177009077	-0.728704984	-0.178733027	-0.744759093	-0.378058206
571.75	-0.340508705	-0.865820642	-0.139931569	-0.571004302	-0.315837371
571.8	-0.357829333	-0.87937131	-0.253031118	-0.453355501	-0.460891506
571.85	-0.375134962	-0.89293699	-0.366146675	-0.335707689	-0.605960611
571.9	-0.253112591	-0.67740668	-0.370970238	-0.467906867	-0.560813687
571.95	-0.131090221	-0.46189238	-0.375793808	-0.600106034	-0.515681734
572	-0.137211852	-0.370890092	-0.494890384	-0.761449191	-0.525359751
572.05	-0.143317483	-0.279902814	-0.613986968	-0.922792337	-0.535037738
572.1	-0.161538115	-0.259135547	-0.624532559	-0.751143473	-0.697441695
572.15	-0.179759747	-0.23836929	-0.635094156	-0.579493598	-0.859844623
572.2	-0.13232238	-0.268918045	-0.61942476	-0.455284713	-0.657531521
572.25	-0.084900014	-0.29946681	-0.603771372	-0.331074817	-0.45521939
572.3	-0.003954648	-0.324003585	-0.53506299	-0.39839391	-0.478538228
572.35	0.076991718	-0.348555372	-0.466369615	-0.465711993	-0.501842038
572.4	-0.078833918	-0.373138169	-0.455919246	-0.352870066	-0.580794817
572.45	-0.234643553	-0.397720977	-0.445483885	-0.240044128	-0.659747567
572.5	-0.34298319	-0.515107796	-0.496190531	-0.266804179	-0.660361287
572.55	-0.451306827	-0.632494625	-0.546913183	-0.29356522	-0.660990978
572.6	-0.461761464	-0.407824465	-0.588296842	-0.486189251	-0.613859639
572.65	-0.472231102	-0.183170316	-0.629665509	-0.678813271	-0.566713271
572.7	-0.473514741	-0.231206177	-0.540510182	-0.51430428	-0.532262872
572.75	-0.47479938	-0.27924105	-0.451354862	-0.349796279	-0.497796444
572.8	-0.13031902	-0.422964933	-0.268678549	-0.346817267	-0.439633987
572.85	0.21417634	-0.566672826	-0.086002242	-0.343854245	-0.3814705
572.9	0.305544699	-0.603935731	-0.004155943	-0.420877213	-0.184497983
572.95	0.396912057	-0.641198646	0.077690349	-0.497885169	0.012474564
573	0.089673415	-0.738550572	-0.078409365	-0.519824116	-0.16608786
573.05	-0.217564227	-0.835902508	-0.234509086	-0.541748052	-0.344664255
573.1	-0.47060287	-0.850978456	-0.405134814	-0.550060977	-0.524507619
573.15	-0.723656514	-0.866040414	-0.575775549	-0.558388892	-0.704365954
573.2	-0.574901159	-0.696729382	-0.551378291	-0.641423796	-0.703438259
573.25	-0.426144804	-0.527418362	-0.52699704	-0.72445869	-0.702495535
573.3	-0.238037449	-0.461227352	-0.588385796	-0.733503573	-0.667494781
573.35	-0.049944095	-0.395035353	-0.649758558	-0.742533445	-0.632509998
573.4	0.011470258	-0.388337365	-0.639598328	-0.553459307	-0.556677184
573.45	0.072899611	-0.381640387	-0.629437104	-0.364384159	-0.480859341
573.5	0.029165963	-0.35678442	-0.694487887	-0.322724	-0.429485469
573.55	-0.014552685	-0.331928464	-0.759537677	-0.281048831	-0.378096567
573.6	-0.046170334	-0.242025518	-0.674335474	-0.324593651	-0.356981635
573.65	-0.077773984	-0.152105584	-0.589132278	-0.36813946	-0.335866674
573.7	-0.125337634	-0.23314666	-0.396614089	-0.230364259	-0.468986682
573.75	-0.172901284	-0.314186746	-0.204110906	-0.092604048	-0.602107662
573.8	-0.084783936	-0.524133844	-0.358440731	-0.161005826	-0.565061611
573.85	0.003348413	-0.734064952	-0.512770562	-0.229423593	-0.528001531
573.9	-0.01156124	-0.617504071	-0.5817264	-0.43254435	-0.565144422
573.95	-0.026471893	-0.5009432	-0.650683245	-0.635666097	-0.602271282
574	-0.202453546	-0.39309534	-0.779073097	-0.755322833	-0.600962114
574.05	-0.3784502	-0.285247491	-0.907446956	-0.874993558	-0.599636915
574.1	-0.359851855	-0.231934653	-0.652337822	-0.695974273	-0.609618687
574.15	-0.34126951	-0.178620826	-0.397212695	-0.516969977	-0.619616429
574.2	-0.174645166	-0.291018009	-0.162000574	-0.588621671	-0.600987141
574.25	-0.008036823	-0.403400203	0.073211539	-0.660288354	-0.582358824
574.3	0.01512352	-0.599782407	-0.051684354	-0.554542027	-0.359598478
574.35	0.038268863	-0.796148623	-0.176564254	-0.448794689	-0.136823101
574.4	-0.265962795	-0.855338849	-0.310019161	-0.378661341	-0.268538695
574.45	-0.570179454	-0.914529085	-0.443475075	-0.308528982	-0.400255259
574.5	-0.568320113	-0.807688333	-0.653483996	-0.550926613	-0.575336794
574.55	-0.566445773	-0.700862591	-0.863492923	-0.793339233	-0.750434299
574.6	-0.629268433	-0.56365686	-0.795913858	-0.783386843	-0.771874774
574.65	-0.692075094	-0.42646614	-0.728334799	-0.773434442	-0.79331622
574.7	-0.423949756	-0.38493243	-0.746449748	-0.612557031	-0.567533636
574.75	-0.155809418	-0.343399731	-0.764563703	-0.451665609	-0.341752023
574.8	0.197092919	-0.415102043	-0.684792665	-0.331056176	-0.28409138
574.85	0.549996256	-0.486804366	-0.605037634	-0.210431733	-0.226445707
574.9	0.392767592	-0.460911699	-0.55715761	-0.30101928	-0.272102004
574.95	0.235538928	-0.435034043	-0.509292592	-0.391622816	-0.317774272
575	-0.111325737	-0.407096398	-0.374834582	-0.264040341	-0.43192751
575.05	-0.458191403	-0.379158763	-0.240391578	-0.136457856	-0.546095719
575.1	-0.437594069	-0.410837139	-0.252265582	-0.173899361	-0.594925898
575.15	-0.416996736	-0.442515526	-0.264139592	-0.211340855	-0.643756047
575.2	-0.252280403	-0.348186924	-0.452877609	-0.470492338	-0.675374167
575.25	-0.087564071	-0.253874332	-0.641615633	-0.729643811	-0.706992257
575.3	-0.218882739	-0.417433751	-0.758606664	-0.760691274	-0.605691317
575.35	-0.350202408	-0.580994181	-0.875598702	-0.791739725	-0.504390348
575.4	-0.188492078	-0.449922621	-0.716344746	-0.918033167	-0.524869349
575.45	-0.026781748	-0.318851072	-0.557090798	-1.044310598	-0.545348321
575.5	0.019496581	-0.288899534	-0.415171856	-0.947932018	-0.484452263
575.55	0.06578891	-0.258963007	-0.273251921	-0.851538428	-0.423556175
575.6	-0.075371762	-0.49449949	-0.328765993	-0.425326827	-0.342320057
575.65	-0.216548434	-0.730050985	-0.384295072	0.000900784	-0.26108391
575.7	-0.178633107	-0.904582489	-0.455143158	-0.064265594	-0.346183734
575.75	-0.140731781	-1.079114005	-0.526007251	-0.129446962	-0.431283527
575.8	-0.254320455	-0.922453531	-0.546914351	-0.411746319	-0.468914291
575.85	-0.36790913	-0.765793068	-0.567806457	-0.694045665	-0.506544025
575.9	-0.278052805	-0.559495616	-0.528334571	-0.828044002	-0.61060973
575.95	-0.188211481	-0.353213174	-0.488846691	-0.962043327	-0.714692405
576	-0.230251157	-0.437565743	-0.555987818	-0.836367642	-0.734179051
576.05	-0.272291834	-0.521932323	-0.623113952	-0.710691947	-0.753650666
576.1	-0.250824512	-0.511267914	-0.701821093	-0.558756241	-0.532659253
576.15	-0.22935719	-0.500603515	-0.780528241	-0.406821525	-0.311667809
576.2	-0.082585869	-0.377574127	-0.722715396	-0.388872798	-0.284630336
576.25	0.064171452	-0.25454375	-0.664917557	-0.37094006	-0.257592833
576.3	-0.071054228	-0.259306383	-0.526598726	-0.246195312	-0.361934301
576.35	-0.206294908	-0.264053028	-0.388294901	-0.121465553	-0.466289739
576.4	-0.220655589	-0.340272682	-0.354850083	-0.252122784	-0.485029147
576.45	-0.235032271	-0.416476348	-0.321405272	-0.382780005	-0.503768526
576.5	-0.189364953	-0.431233024	-0.349911468	-0.502084215	-0.537399875
576.55	-0.143697636	-0.445974712	-0.378402671	-0.621373414	-0.571047194
576.6	-0.154319319	-0.548973409	-0.496049881	-0.637162603	-0.536257484
576.65	-0.164927003	-0.651972118	-0.613682097	-0.652951781	-0.501484744
576.7	0.045322312	-0.629695837	-0.519874321	-0.655510949	-0.439290974
576.75	0.255570627	-0.607404567	-0.426065551	-0.658070106	-0.377097175
576.8	0.264006942	-0.580306308	-0.464687789	-0.620514253	-0.281791346
576.85	0.272442255	-0.553193059	-0.503295033	-0.58295839	-0.186486488
576.9	-0.103795431	-0.644380821	-0.557680284	-0.583671515	-0.2316536
576.95	-0.480019119	-0.735569594	-0.612064542	-0.58439963	-0.276819682
577	-0.562631806	-0.816915378	-0.558829806	-0.521575735	-0.339793735
577.05	-0.645245495	-0.898277172	-0.505609078	-0.458750829	-0.402752758
577.1	-0.462203184	-0.749703977	-0.384228356	-0.628744913	-0.576703751
577.15	-0.279145874	-0.601130793	-0.262862642	-0.798738986	-0.750654715
577.2	-0.201007564	-0.395093619	-0.312470934	-0.776518049	-0.585906649
577.25	-0.122869255	-0.189055456	-0.362080233	-0.754282101	-0.421158553
577.3	0.063636054	-0.150254304	-0.354926539	-0.571874142	-0.375367428
577.35	0.250142362	-0.111453163	-0.347756852	-0.389466174	-0.329591273
577.4	0.25085767	-0.316609032	-0.432598172	-0.355649194	-0.358950088
577.45	0.251587977	-0.521765912	-0.517424499	-0.321816204	-0.388323874
577.5	0.132139283	-0.358421803	-0.664079832	-0.233539204	-0.37720063
577.55	0.012706589	-0.195063705	-0.810734173	-0.145278193	-0.366093357
577.6	-0.085348106	-0.207775617	-0.58875252	-0.135982171	-0.287938054
577.65	-0.183388801	-0.22047254	-0.366769874	-0.126685139	-0.209798721
577.7	-0.185542497	-0.393143473	-0.393002235	-0.259325096	-0.222692359
